"RID","gender","age","education","IPIP50Agreeableness_1","IPIP50Agreeableness_2","IPIP50Agreeableness_3","IPIP50Agreeableness_4","IPIP50Agreeableness_5","IPIP50Agreeableness_6","IPIP50Agreeableness_7","IPIP50Agreeableness_8","IPIP50Agreeableness_9","IPIP50Agreeableness_10","IPIP50Conscientiousness_1","IPIP50Conscientiousness_2","IPIP50Conscientiousness_3","IPIP50Conscientiousness_4","IPIP50Conscientiousness_5","IPIP50Conscientiousness_6","IPIP50Conscientiousness_7","IPIP50Conscientiousness_8","IPIP50Conscientiousness_9","IPIP50Conscientiousness_10","IPIP50EmotionalStability_1","IPIP50EmotionalStability_2","IPIP50EmotionalStability_3","IPIP50EmotionalStability_4","IPIP50EmotionalStability_5","IPIP50EmotionalStability_6","IPIP50EmotionalStability_7","IPIP50EmotionalStability_8","IPIP50EmotionalStability_9","IPIP50EmotionalStability_10","IPIP50Extraversion_1","IPIP50Extraversion_2","IPIP50Extraversion_3","IPIP50Extraversion_4","IPIP50Extraversion_5","IPIP50Extraversion_6","IPIP50Extraversion_7","IPIP50Extraversion_8","IPIP50Extraversion_9","IPIP50Extraversion_10","IPIP50Intellect_1","IPIP50Intellect_2","IPIP50Intellect_3","IPIP50Intellect_4","IPIP50Intellect_5","IPIP50Intellect_6","IPIP50Intellect_7","IPIP50Intellect_8","IPIP50Intellect_9","IPIP50Intellect_10"
2815901,"female",32,"CurrentInUniv",4.73731028971955,4.53681944899727,4,3,6.50733218128434,4.91956382199498,2,2.70488509571161,4,4,1,1,5.31081242630662,2.50570247233756,6.21167178934579,3.03268665749974,6,5,5.82803403751884,5,5,1.42563119618962,2.49855543048016,4,2.78444973909833,3.78317790332163,4,2.99894668141516,4,4,4,0.534576146424581,2,3.51935687133924,4,3.22181620240188,5.36381072443377,4.39701523858469,4,1.54787095688706,4.99570779728247,3.92770331921058,4.39998805043041,5.38137212271163,4,4,1,3.74878757552925,3,5
2828964,"female",17,"less12yrs",4,6,3.79604321749439,5.5653687262878,6,3,1.47649220049288,2,0.472754638393019,4.98612219647703,9.94581374123798,3.22834918903957,6,2,6,1,3.99423354701646,3.02511200037795,1,0.739680992394839,3.96259238291234,6,1,4.90492197705939,6,5,5.19903100167616,4.04332971201965,4.15833380558702,6.12277922093691,6.16983697688697,6,3.7848041570119,6,6.10276928451907,1,1,1,3.19672070738389,1,6,6,5,5,5.65091256695579,5.13065305065655,5.01648343683928,1,2.03232555774569,2.25090444766247
2859081,"male",23,"CurrentInUniv",2,5,3.86036956673215,4.82001886370976,2.66956253134712,3,3.9706018639592,5,2.16994363159752,2.89009645604759,4.12175205650988,2.44892688662455,5,3,4.64428597119817,4,4.15253147795869,2.8403661956528,2,1.73088393033284,4.73993747000604,2.05595754142633,2.15929318147765,3.8684890312545,1,3.2324851697998,3.93322949402992,3.44651119460935,4.90172432237303,3.54970039734994,2.99995001576084,4,3.51888849083712,4,3.61779859367355,3.6408697325108,3,1,1.2984791890839,5,5.05377368817846,5,3,4.12521085200939,4.22240691258986,3.59605968843167,2.95469373716914,3,2.86669923894623,3.88061214575068
2860547,"male",14,"less12yrs",3,4,4.10000072757298,5.36789826441402,3,4,1.55308373769516,1,4.41544148701324,3.11444789682329,4.71374425035721,8.70732900123896,5,3,3,6,5.31533210890804,3.20774062791432,6,-0.297599974390939,4.88264155506907,1,3,6.89866158778098,3,5,7.5189861088098,5.59774087654407,2.05340527782297,4.13045005220145,4.22861398371134,2,2.45796092948538,6,4.33333992265808,1,5,6,3.6158212274192,3,3,3,1,3,3.03656855063792,4.70939113105597,4.07584699047338,2,4.38770531359641,6.71937542843342
2900527,"male",30,"CollegeDegree",6,5,4.99696763130309,6.07737543743131,6.78375047218482,5,1.17933961388682,2,0.327607761681298,0.102809419970554,2.83641248433866,0.886091816107587,2,2.57322333213832,3.79354745069843,6,5.2474889964415,5.64950572971226,5,6.47301708773021,1.98100300902021,2.46740841516562,0.366464481289118,2.87429740370144,2,4.38101147606535,3.88531495522575,3.24162333532221,6.10830017654888,4.61471177215511,6.79828010069683,4,3.7856155984516,5,5.70356470679505,1.84009419564379,2,2,1.68022820704438,2,5.07573758742068,5,5,5.56228143394299,4.19884480687298,2.56500908236473,3.18923233260686,3,3.42982850534613,4.07157498299068
2907654,"female",25,"GradOrProDegree",6,4,4.24353066970433,4.9521199011543,5,5,1.03829475789586,1,1.129771612482,0.918193241178934,1.51911198388619,3.07707251886197,2,4,5,6,6.05377710035886,6.34035856320861,6,5.19732032541458,2.54791147116611,3,1,6.40570401721158,4,4,5.06729572820471,4.32995463427565,2.48793909183783,6.0890760108503,5.89925804112575,4,3.22354332772786,6,3.98497206657548,1,1,3,4.31634257245516,2,5,2,2,4,4.15602355991252,3.32170219264755,2.58058460202242,3,6.57642924871836,4.39886441918668
2920361,"female",16,"less12yrs",5.149856238158,4.31214967049475,3.09643862316333,2.25237238071179,5,4.93971548985694,2.46019357810414,4.02484602435299,3.92395253777863,1.26703186698174,3.31275239604855,3.57502859257362,3.98892832322088,3.16347560287464,4,4.66107968166002,4.06575787574282,4.32264573702658,5.86802614680728,5.11713932658619,-0.334411391192561,5,4,2.74382098168499,4.42181300824736,6,2.15118944334024,2.59828189274817,4.01994804904885,4.49658083637603,2.24111975728006,4.34686821552265,1.84359678468719,2.75680161844462,6.06120703408792,1,3.13764814343414,4.07755838916601,3.47318028110388,2.87490529305635,5,6.82730804553,6.50189052779927,4,4.52995988744295,4.8330337905406,4.24506444456387,2.31487552290413,2.75942655143698,3.27533930455015
2937169,"female",19,"CurrentInUniv",3.99578470794829,5.96311075875164,6,6,3.68607436544765,6.25090286258177,6,2.59049065180426,1,1,3,3,1.4490265721921,3.18968911491696,3.43212040780374,6.02833070768322,6,5,4.63705063969473,2,4,3.19602097772701,5.64876968928416,6,2.74425926883983,4.28223974734366,6,3.32991122269012,2,2,5,2.06267031679418,4,4.86946771223712,5,4.76009334384128,6.00060667097632,3.54579554980477,4,3.47213625598178,5.45516524416743,5.07718102431638,2.92932666513343,4.46850886362735,5,5,4,1.99906682424888,4,4
2985545,"female",21,"CurrentInUniv",4.3508121789505,5.25118561452272,6.51732692800054,7.44346825666715,5,5.54869544839078,0.542579357580008,0.897509183972066,1.60674986406994,2.3045914253058,4.98723946481341,4.36345566515557,4.93343559513914,2.41368752746917,4,3.09307748343644,3.92429155104296,3.95237782916197,1.2584050613302,0.890162234773667,3.10417207644245,2,2,4.30621537236587,2.10051009767647,2,4.45814595240368,3.019276691034,2.61730496330915,5.02118106156764,4.32689285213986,4.44389887308404,2.32531931391913,3.63654148166831,4.66087747836212,2,1.72382047063173,3.34996274392214,3.09679128733074,3.39421282778838,6,6.8972071675247,2.94680164746342,6,4.87542135343443,5.49656932057468,4.40834242265229,1.16300726395615,0.796208134544654,1.0877958746332
3004142,"female",19,"CurrentInUniv",4.92893085782873,3.96056672383268,5,6,6,4.96275153542742,1,0.235782234182694,1,3,6,3,2.30607986264377,5.71178532164279,6,1.95209599816661,6,5,1.844649037653,3,5,4,5,6,2.32434599972489,3,5,2.97520584377419,2,3,6,7.88205463736965,6,5.20229326756141,3,2,1.81238422679719,-0.360066937892931,1,1.96980444762215,3,5.39397835407181,3.30501345304105,6,6,6,4,-1.04673845566234,1,1
3011884,"female",51,"CollegeDegree",5,5,5,6,7.2818473415556,5,1,1,5,1,4,1,1,2,7.71022040124403,6,6,6,4,6,6,2.34443166853943,0.237373756336666,5,2,4.36104088650649,4,0.954821382020528,6,2,6,6,4,6,6,0.706030750019083,4,2,2,1,4.33116797964814,6,5,4.52441127881421,6,5,5,2,3,2
3020735,"male",18,"CurrentInUniv",3,5,4.71703466113376,5.60476351670637,3.42554209751562,6,3.55188800001376,1,1.7878756751483,2.87855220740303,5.34228568532771,5.96174539907308,6,4,3.90198057526635,5,4.17052525551233,2.88961438659796,5,2.87353233519597,5.88435576710916,2.98720100753828,4.43735260231843,5.78079842999724,4,6.10428283477205,5.73923074660024,3.90363106756412,2.16400131020848,3.56000412423707,2.86170726066378,4,2.84594826408665,5,5.14064890385407,2.2731151231662,6,4,2.94740004232603,4,2.94597696254621,5,4,3.28535895202006,3.11252437335336,3.53412626205769,4.70732617511205,5,4.72656079301884,4.15588313515775
3032273,"female",19,"CurrentInUniv",1.47052860258819,2,2.2422354775835,2.43847374199995,3.02030035729207,1,1.30501378616046,2,3.18346993984599,5.41860255473398,4.14701592999852,1.65007037161058,4,3,4.17969246179182,3,3.34514759983763,3.35867165787981,1,2.62854967714856,4.77871522106193,2.34393717933781,-0.329970467169971,3.53821669294168,1,1.22819588838076,0.49101400173426,3.51738102213585,2.23494502883087,6.56006697989407,4.57569248612054,2,3.20197015396412,2,3.77953615985674,3.79650259437816,3,1,4.060739455779,2,3.33790554456569,4,1,2.09796282471118,2.11358130796174,3.86328786024412,3.82166198701297,4,1.80833827535155,1.57399048341745
3036861,"male",20,"CurrentInUniv",2.50607921238146,3.98253513677589,3,3,2,2.72319314720427,4,3.10508821718217,4,4,4,4,5.08545023712269,2.38058046732549,5,3.88374535267499,5,4,4.11036467961723,2,4,6,6,6,6.77270926885984,5,6,4.31484749512981,1,3,2,2.81330267508686,1,3.42435988833831,4,2,4.81204026396447,4.74424053372434,5,2.4950515199527,5,4.73423024363026,6.11552574998319,6,5,5,5,2.51174006718445,1,2
3075444,"female",31,"GradOrProDegree",6,5,5,5,3.72487440550857,5,1,1,2,2,1,1,1,1,5.80864160683629,6,5,5,6,5,3,4.97168499391288,3.69450194655397,6,5,5.48367079112363,6,2.88302534343134,3,3,4,4,3,4,4,0.732153602987538,3,4,3,1,5.86661654665174,5,4,7.10000230037399,5,6,5,1,2,2
3117288,"female",45,"GradOrProDegree",3.60974061646814,4.99768238415233,3,6,4.01538587483398,4.8974566329008,3,1.86351096638122,4,3,1,2,4.33578310319164,3.1558301537983,3.97097103857639,3.82059114640406,4,5,7.38455675204546,1,2,1.83219615728549,2.74246325228771,3,4.90005906776861,4.45106625864373,2,1.96452433281663,4,2,6,6.46367451136551,5,5.28800827741835,5,0.367846265535622,1.62596154659016,3.19668538433489,2,2.35909956403338,6.80964361058765,3.38503289252219,2.66798138287666,4.83008921169915,6,6,2,0.872136744417268,2,4
3149144,"female",14,"less12yrs",4,4,3,4,4.18391207326755,4,3,3,3,2,2,4,2,3,3.19934466944748,5,4,5,3,4,2,5.38223104879166,4.04741442319303,4,4,5.07929087953561,4,4.40624058992252,2,3,4,3,4,3,4,3.35177199894437,4,2,3,5,5.50919669981483,5,2,4.06021792109784,6,6,4,1,4,4
3155392,"female",18,"less12yrs",6,5,6,5,4.6608845902993,6,1,1,1,4,3,3,5,2,7.64063743669653,5,6,5,5,5,5,2.76830421694753,6.64841772561048,6,2,4.23497990461848,6,3.16110882571746,3,2,1,4,2,2,1,5.8588763196744,5,5,5,5,3.44129982443943,5,2,7.87483064230086,4,5,4,4,4,5
3206771,"male",47,"GradOrProDegree",2,4,2.83494542329248,3.64198967935972,2,2,3.57007946537352,5,4.18818182240261,2.47443299057582,4.13603629301653,1.64539919433252,2,1,5,5,3.86083964508705,5.06704718728949,5,2.93090720237795,-2.35981540471105,2,1,3.82158369690293,2,1,2.41867240446593,3.10989272168109,4.3743275679373,3.89097537209358,3.0495542304673,1,1.70850085503709,2,0.378896486588923,5,5,5,3.66854388929128,5,6,6,6,5,5.03942707849199,4.66489429564651,5.48010327778153,1,1.02789778063603,1.86328167009641
3217167,"female",34,"GradOrProDegree",6.11548414961329,4.86656069448382,6,6,4.43247445205303,3.25663931673319,1,0.971740258505687,1,1,2,2,2.08491173608663,2.38868979636951,3.50412942961191,2.88602303545208,6,5,3.24562473278193,5,1,2.62981389071235,2.9340365941962,5,1.86548416013046,3.18517097736608,4,3.73718294374073,3,4,5,2.17122753345916,2,4.03419419305553,5,2.42084691119521,3.67980656723366,1.67171304806927,3,1.90513991261152,5.36837592997279,5.33650428378371,3.83091720399391,5.73488238077192,4,4,4,1.48834286313672,1,1
3250746,"female",19,"CurrentInUniv",4.1789771196875,5.59604527151998,5,5,4.0462829111554,4.32488370531536,2,3.29741766275155,4,2,3,2,1.94896054916996,2.30114720430517,4.39615692256961,3.93763691893964,5,5,3.88790639075321,2,2,2.31136149505498,3.17728126485758,3,2.6590941956087,3.37840625815956,3,1.84965851002092,4,5,2,3.72771229572797,3,3.69900708554814,4,2.59319375111731,3.35024347454355,5.42221768674876,4,3.31790692745767,4.85349670877771,6.5435573465447,4.11072681531004,4.4303500787307,5,5,4,1.94063376261839,1,2
3259362,"female",66,"HSgrad",5.62806263291121,4.99467877022036,6,5,5.29538604066518,4.41968289708604,1,0.901578873904356,5,1,5,1,1.43585978409163,0.439283781638454,5.40802842496687,4.23306859262915,5,5,3.53060104577784,5,4,6.28081915965178,3.59243996906741,5,5.02845831946938,4.28835445706058,5,3.51604672016801,1,5,5,3.59570022632213,5,4.7873894104872,5,1.77702357877078,4.42990897434065,4.0428147838375,4,1.36358468107388,3.97210516976847,4.45936508510633,3.29510644488725,3.70908413613572,6,6,6,1.08326297455528,4,5
3264147,"female",18,"HSgrad",6.99675727426129,5.68526530558323,6.30870727209438,5.70218468166244,6,5.38358959108926,2.55794612366603,1.70575218041636,2.47652810963732,1.85874675589855,1.77474414568203,2.71338454229203,2.99172612557052,4.54966458292728,6,7.99295436861981,6.96438664596467,6.39208703649806,5.14013420550597,4.85306832860423,5.59641903449106,4,5,7.76908385435927,3.44516818713699,6,5.23838254987527,3.61349734683621,2.31725103471561,1.49551250753357,5.35380995743025,4.66740893237846,4.32582615782719,3.76078871363503,4.94724713584527,2,4.837303976145,2.05570201965127,1.49565301176983,1.63535460764511,5,4.75709036283653,4.57463434101887,6,4.98731526264675,4.981364423935,5.44775754185145,3.81430809613255,2.87040718772487,3.31161833460545
3266421,"female",31,"GradOrProDegree",6,6,3.53365458763027,5.29262259642505,5,4,1.34843181860698,1,4.59297538889201,1.32763971179483,5.87589183194169,2.7345364808248,2,5,5,1,6.80526387884102,4.66161044736721,5,2.74968046133671,-0.548404310966548,1,2,3.51382596041309,2,3,4.19124417890987,3,5.36272650414762,5.92712725874662,4.37557073936622,6,5.81576040873276,6,4.59239538130546,1,2,5,-0.120773398875999,1,6,6,4,2,5.41076881288823,5.82195982379789,5.44839459802146,1,2.33782967676132,0.667887333421769
3273934,"female",29,"GradOrProDegree",5,5,3.59498741157958,3.7735204790098,5,5,3.41157372698332,3,4.88130498781291,2.46362830775354,4.96376873466373,2.69432638358494,5,3,5,3,4.66248148560381,3.12302842501989,3,3.51716486937579,5.42848562246724,5,5,5.53405954318287,5,5,5.82796882332874,3.57763769162978,2.94311795722923,2.61908297480362,3.68161148631286,3,3.72304585946177,3,4.72621051615616,3,4,4,3.9857322818473,2,4,6,5,4,4.51452619087982,4.65820808907103,4.37905760941553,3,3.32490832430193,3.79679607969931
3328292,"female",22,"CurrentInUniv",4.04803213821838,5.40147054591007,5,4,4,4.13498981476234,3,3.26408856583274,3,1,4,2,2.27615127442585,2.5921633464548,4,4.29182330055474,4,5,5.0960443471242,3,3,4,3,5,4.67042731129374,3,5,3.34734153446001,3,4,5,3.34622202960699,6,5.0398710752898,5,1,3.38746646358518,1.81319476441033,2,0.60729041893771,5,5.29220607903311,3.39007622985505,5,5,5,4,1.0510653676297,2,4
3345849,"male",21,"CurrentInUniv",5.115273437882,4.24980599736751,3.77338025777372,4.73444881367757,4,5.88830535908624,2.0632915662185,1.83440739412692,3.9591213104426,2.77627774857707,3.06255780378687,2.10471783571557,4.67327701283009,4.07350989880842,4,2.92540902301061,4.30175998820523,3.64368616098245,3.66031920538881,2.96280419758995,4.04622088474143,3,3,3.79540704908877,1.53066404111409,5,4.52112937981609,3.33838337391759,4.21634140627094,5.03968414781892,4.43947602343099,2.80621308014093,4.10057221418323,4.54408973486324,4.53233363930823,5,3.92404896637633,3.78712177086794,3.87211439383426,2.52084397257115,4,5.20025947392831,2.29513048943498,5,4.457646420137,4.03868493345544,4.10194548511293,3.36895697507694,2.04540339097311,4.32440073613181
3354680,"female",35,"CurrentInUniv",2,4,3.03476312633476,4.94664197679034,4,4,2.09558930028601,2,3.66414332796948,2.63385863719734,4.15811484370885,3.12055266593473,3,2,6,6,5.01673189736495,6.19939243819919,4,4.48103060283779,4.99513115443691,4,2,6.34913363554941,4,6,5.31499340366271,2.92268462438897,4.38936376815601,2.2105308188873,4.42443171523382,4,3.18842536910476,5,5.68568804221728,1,2,2,4.28645691658894,1,4,6,5,6,4.83695032102971,3.83835385264166,5.09059401984928,3,1.81394759376555,4.19982333216067
3361409,"female",23,"CollegeDegree",5.97336518638322,5.95993758296942,6,6,7.53315890709397,4.06327277431552,1,1.92390290009684,1,2,6,1,2.6494832099482,1.57777223895829,5.42900098191313,5.44780573074186,6,5,1.3967429055587,3,5,7.95987611677625,2.93935001789643,6,5.50200561293091,4.42687914902736,5,5.04574939990201,2,4,5,2.83077112811019,4,4.06854576222458,6,2.53398812053426,3.94895026648402,3.67941258863781,5,3.35319395290875,6.54358616966735,5.55489882633439,3.29018995885398,5.09940458820465,5.78196905485787,6,5,2.15201213142525,1,1
3377633,"female",21,"CurrentInUniv",5,5,5.83355846274199,4.40320715293534,5,5,1.57022641154763,1,4.64738502275853,1.00581897004746,2.59745477711156,3.41151200735292,5,2,5,5,3.665025285327,4.61335785841443,5,5.51012992070222,5.86058722209514,2,2,3.91274744369377,2,2,4.36652476887711,2.84696109743608,4.06283623156863,6.46621568799189,3.24174332614129,3,1.99690452396598,2,4.74083117900623,3,6,5,3.59299487275945,3,4,5,3,5,5.01297783739347,5.62080511140866,3.58189255092702,2,3.3573448283775,4.36676938646211
3378112,"female",19,"CurrentInUniv",2.77428432429271,3.70338852303351,2,4,2.30767575742667,3.48542472510258,4,4.18028209080478,5,6,2,1,0.955576059246564,4.16618242423402,2.61803539949341,4.7176751625928,5,5,3.95630994419119,2,2,4.15965129728023,3.74549285477433,2,5.3391862890657,5.34705312804408,3,1.9289861159678,5,3,4,4.66068272436766,4,4.92451226162675,5,3.94001263496919,2.33530259226538,1.69758306126357,3,3.26921415035081,3.3298018954877,4.6731688218891,3.78027090002636,2.32257422497097,2,2,3,6.4974445250335,6,5
3388024,"female",30,"GradOrProDegree",4.01479855965106,3.95931984131011,3.4165429291156,3.63325485964131,3,4.80129334944855,2.86379111593246,3.02706347820528,1.51735800680257,3.63214351888999,1.80023277400385,2.54119124677892,1.38590050499414,3.4156995625885,4,5.7966148937052,3.29525912683236,3.77059018564791,5.73139619180647,3.47619433630885,2.83412865655159,4,4,4.44061721977459,5.25879381629275,5,4.8161739700808,3,1.67013595374505,4.05132054329037,3.2240975004568,1.35319181581103,1.36659081657125,2.53666723711699,4.53875036364587,5,5.39673250632952,5.75630040164989,3.96159240049939,2.22771156152593,6,4.91629567726958,5.13043527167659,6,4.98586950818773,4.78452857518489,5.44397029392128,2.10317161641708,1.83510221934973,0.764867702947778
3395806,"male",29,"CollegeDegree",5.97071662691156,5.34043014942119,6,6,6.12928812982869,5.2621372423718,1,0.815436239433978,1,1,3,1,1.65566251840564,2.83953702374403,4.49109875986121,3.27117035361087,6,1,1.46169888062743,1,6,4.69830253117266,0.620715735372176,1,3.56822607584508,2.85343236949472,1,1.38579396019768,6,6,6,8.26309531320298,4,3.53132020318338,6,1.50183556656514,1.50266194374558,3.07985606407603,1,1.9513335020601,5.91059456799504,4.57517137099518,4.82710227297826,4.43517000565291,6,6,6,2.12198280359966,3,1
3399996,"female",17,"less12yrs",5,5,5.14724786345387,4.85895708108221,5.58866200849343,6,1.68672484078578,1,2.0789273644862,2.08564742414104,5.60330292710867,5.6552762220617,5,4,5.70741111628163,5,5.70077396553675,3.72996291967029,4,3.28512164948607,4.39449562204103,3.96612632462933,4.53708939505797,7.59305064488666,4,5.16727112715421,7.17105187316752,4.80913717286067,2.09195935786732,3.19035810062944,2.81509604349411,3,0.959862064785121,4,4.92455465089594,2.90248876072625,5,5,4.38031898561005,3,5.13574612559716,5,5,5.79746231748875,4.733386659124,5.33622066573417,4.62377137540732,2,3.61269505015335,2.78264043692427
3417887,"male",27,"CurrentInUniv",5,3,3.32432237435946,3.06267203954957,6,4,2.32040974738563,1,3.94257047266441,1.40978795068741,4.28283210901041,3.21925166570172,5,2,4,4,3.41957399916296,3.29024474620148,4,4.02427192517367,2.06405116603984,2,2,2.64919530893019,3,2,1.50095349691784,4.28139375767997,3.30229183697558,3.3329127272364,4.70387391824601,1,2.60975188577453,6,5.31917642274533,1,2,1,3.234560416847,1,6,5,6,5,5.33983778540159,3.15824991534208,2.11321378836786,1,1.28281276019074,2.8823625541848
3418908,"male",21,"CurrentInUniv",2.8859434545156,4.07595330728505,3.55115734336022,4.6816767642795,2,3.10347892858146,4.01277128090352,2.04870988365363,2.59835959286027,3.80854160695165,5.37219107654877,3.53820287834113,3.86256363661315,3.72525489283013,4,2.07792348176588,4.09809069182076,3.438025219238,2.27601741635375,-1.56181020442321,4.01810336452898,3,4,6.0164826714351,3.64050168292228,5,5.68547768169145,3.92607109522904,1.05635533946367,3.78875128005256,4.52000827224085,4.06889600269443,2.04756519340464,3.70711159074401,4.19513788440748,1,3.31797055891123,3.2437181906264,2.13108403391854,2.62946844585783,6,5.6156247778392,4.26027315587172,6,4.43489155927043,5.21311400752279,5.34744194517693,1.41241898822565,-0.546148849109291,-0.778248109196897
3450801,"male",48,"CurrentInUniv",4.4051073401477,4.65390330324337,4.20421162211196,4.76372925510432,4,4.60753418224752,1.75169927645021,2.86709488947548,1.90327091916256,1.30252952707879,2.18779154654921,3.44457780121977,2.69713472217391,2.34774757280436,3,3.96507939847224,4.10233787092006,4.73883715576527,2.72207191267674,4.6621638550433,4.75531309586449,3,3,4.75470863901711,3.14904095547235,2,5.44480868008194,4.64649396648198,2.74756841810498,4.81011488607661,3.0140826248912,1.38982058501661,4.37018934503609,3.3721937283192,2.31866341517446,5,4.03410946797598,4.90696319611894,4.53395570098215,3.68480749947895,3,3.5833229659137,1.55074812404264,5,2.79524774166727,2.14755972072218,3.18952237964993,4.29199979863317,4.25342195676374,3.83862804280306
3484993,"male",32,"CollegeDegree",2,3,3,1,4.33342402945059,4,5,6,1,5,5,5,4,2,4.08131034044978,4,4,2,2,1,5,5.06181008292276,5.28305207575626,4,6,2.29126010675411,4,5.99672561769732,2,3,1,1,1,1,1,5.99515751464344,6,5,6,6,4.21247904143685,2,3,6.7404071886665,3,5,2,2,2,2
3530718,"female",25,"GradOrProDegree",5.51341219696205,5.63298630149079,5,6,4,5.19406114886615,1,0.942520417762764,2,2,5,3,3.1424703884078,-1.00907716478894,6,4.83667830260961,5,3,4.08431063646103,2,5,4,3,4,3.94857724332678,4,5,3.11897274875885,4,4,5,4.98210040012828,5,5.59772375356207,5,2,2.84849011254961,4.30872343632764,4,1.80053176478246,5,4.54043320118057,2.01950807732752,5,5,5,6,2.69670698015265,3,3
3622841,"male",33,"GradOrProDegree",3,3,2.99187854985956,2.6750274722196,4,5,2.8390431721478,3,4.21857413549847,1.82887506122096,2.58629591203125,3.63298125588998,3,1,4,4,3.98223020451754,3.52572210858667,5,5.05244556604628,2.98157551823163,3,4,2.93524939044251,2,3,3.87613029889677,2.11208116940641,4.79388618635031,3.41710765319768,4.52733470584003,3,2.32921693042198,3,5.10312712856979,3,4,4,4.06716578445251,2,4,5,5,5,3.84132928964974,4.88657490287109,4.47261492791403,2,3.05066120594406,3.29227376407491
3642304,"female",17,"less12yrs",2.44477619766711,4.2399623674237,3.81945014354873,4.0032929837667,4,4.33631537181958,3.14995145641583,3.4720405938327,3.00735531210333,3.14392367650234,2.28713244216919,0.815408422747265,1.40824045923486,2.72683551775273,4,3.1561167807718,3.20765134314955,2.82302653815177,2.18479854434122,2.94698167798591,4.63877024443951,3,2,4.37188882478821,2.95241462999243,3,2.25415921014127,3.20071574402455,3.11352408861235,4.56317000298029,3.77453611758056,1.45017064396077,0.47155761187006,0.516298425211557,2.03498694048558,5,5.86572285308498,5.67463239658031,5.83120364713737,5.97639379050392,4,3.99885911821745,3.1137976740515,5,3.61968491903656,3.92018361623137,4.11681366043484,3.23855767037677,2.20458032802501,1.6976599155846
3695813,"female",19,"CurrentInUniv",5.48483929753876,4.53513988412073,6,5,6.76581773745344,4.61469205334913,1,2.29553187301204,1,4,6,6,3.91344504426859,3.4866487856301,4.46594276860547,5.47349500102533,5,3,3.77840603381206,1,4,6.30201176588557,6.28630366416281,6,7.63129123332706,4.05400975572043,6,6.07608340633112,1,1,4,3.98551929361766,3,6.13368379108305,4,1.51054586979243,2.09600025070717,4.51001332129517,4,2.98530383693431,5.24757061814972,3.64722946037355,4.93902257408486,7.44329034965097,4,6,4,0.783799556498829,2,2
3716959,"male",17,"less12yrs",3.26805313158985,2.67422342482404,2,1,4.64647922997316,4.52737308117063,3,4.5542889904388,4,5,4,4,8.12473375545723,5.80324851397368,1.47239983350697,1.92884816636831,1,1,3.13051245974194,4,6,5.29306169214652,1.5151592377132,5,7.30668463224045,5.37043596588035,5,6.23075304063578,4,5,3,1.30793897892096,2,1.30736388167775,4,2.37916130818405,4.53114083578087,3.03197729516518,2,4.75205426833277,2.301508189411,3.54887554683354,4.16275804420398,3.97727125114448,1,1,1,5.50655101873088,5,6
3722783,"male",21,"CollegeDegree",3.9981372218771,5.22439560075874,5,5,5,4.39253435664656,5,4.05152885736815,2,4,1,1,2.12375720575568,2.67766677409586,2,3.33517909174409,4,4,3.63398208018511,3,6,3,4,2,4.67321910775131,2,2,3.46552477544231,3,3,5,1.24978220532329,5,3.38613644827423,4,6,6.11919965561065,5.18842697513195,4,4.3787213495957,5,4.21985991377925,0.654789007901698,5,4,4,2,3.3150662227131,1,1
3739006,"female",24,"CollegeDegree",6.08131720949199,5.47311502748534,4,4,5.55325272080347,3.24879005660599,1,2.04645147015922,2,3,1,1,2.49714366547964,1.55680251469717,5.73247820238888,6.48827049326356,6,6,5.10925206036139,6,5,3.13841144871125,3.72362588108384,5,2.86818814393185,6.57626682650226,5,3.68199278857796,2,3,4,1.17680279375925,1,0.650441144952342,4,5.35374524150876,6.22882543346516,6.41649217439992,5,3.33836603636769,5.06345590855952,5.03673392823546,4.63019794141381,5.30782036362613,5,4,6,3.48523251157001,2,2
3751087,"female",19,"HSgrad",4,6,5.51712160491662,7.23285205995486,4,6,1.9149493699911,3,0.276152159535873,3.57909005925626,4.19623425836397,4.80085703658894,5,6,2,4,4.14723924433504,4.90843050279367,1,0.32494538291933,3.79047490129034,4,4,7.31849288815284,6,4,7.01674656222657,5.77789815167366,3.40324891309064,2.99302215802531,1.87804483360129,3,2.38156234406565,1,2.58080212374288,6,2,6,4.29208275496558,6,5,5,1,6,2.27333275531002,2.61054945020476,2.54612225078697,5,4.24485059299886,3.30365364532706
3759817,"male",21,"CurrentInUniv",3.86495325232639,4.4560042496727,5,6,5.53452888684027,5.14587352459933,2,0.345492216365608,1,1,4,2,3.66953302420691,0.868935880007605,5.96052179849335,2.56915322655721,5,4,2.80940840898945,2,4,2.47212393379805,0.457116815608612,3,1.05707779671832,1.78783627995605,2,2.60200386526856,2,6,5,3.70302472283284,1,1.9203336767421,2,4.99892605460916,4.04005627152219,3.99463339405007,4,5.27383849715265,5.83072068096972,4.06730098579006,3.00391195096483,4.28831119036398,5,6,4,0.837303724681735,4,4
3779221,"female",47,"GradOrProDegree",5.67654206194157,5.74681243185348,6,6,6,5.73936759188949,1,0.772288587955475,1,1,2,2,1.76098331125618,1.27992221521733,5,4.24452564997773,5,4,4.94923344310922,4,1,1,1,2,2.50500182178475,2,2,1.12094332400987,6,5,5,5.83749067636454,4,5.25518774924424,4,1,2.33855656955671,2.64594775968187,4,0.768366120323649,6,4.9640418841561,2.34585272053375,6,6,6,2,-0.30142660554943,2,2
