"RID","gender","age","education","miniIPIP20Agreeableness_1","miniIPIP20Agreeableness_2","miniIPIP20Agreeableness_3","miniIPIP20Agreeableness_4","miniIPIP20Conscientiousness_1","miniIPIP20Conscientiousness_2","miniIPIP20Conscientiousness_3","miniIPIP20Conscientiousness_4","miniIPIP20EmotionalStability_1","miniIPIP20EmotionalStability_2","miniIPIP20EmotionalStability_3","miniIPIP20EmotionalStability_4","miniIPIP20Extraversion_1","miniIPIP20Extraversion_2","miniIPIP20Extraversion_3","miniIPIP20Extraversion_4","miniIPIP20Intellect_1","miniIPIP20Intellect_2","miniIPIP20Intellect_3","miniIPIP20Intellect_4"
2439112,"male",26,"CollegeDegree",5,1,4.16921089931239,0.971396608200618,4,3.00996338862452,5.02206429047927,2,3.10768916768118,5,2.01688734735677,5,5,2.50742263800837,5.11670809755262,2,5,2,2,1.63253167425131
2462821,"male",19,"CurrentInUniv",5.40734032644055,0.238555928743011,8.81618907377144,2.97163259504707,7.66605989937961,4.12603447893456,5.9563251872864,3.54949513030073,6,3.12318010744719,4,2.39703503934828,4.06159046452362,2,2.63713776028231,3.87357330958149,5.56498721104889,3.9292281149726,3.72482280824438,2.12913878087851
2474179,"female",41,"SomeCollege",6.62420525010573,2.74364639220893,6,2,2.22574568055203,6,4,2.11390522328954,1,4.9031314867268,1.84147871447688,5.09194067754691,2.08837318405078,4,4,3.06603587293624,4.78993009869839,1.85370489138208,2.95591971678379,2
2516138,"female",48,"CollegeDegree",5.0238787216944,2.34152925378081,5,1,3.02894221811013,1,6,4.27741996613181,2,2.08810703822803,3.37047062639769,2.34164523032536,0.916370909243623,5,1,4.97390610702076,3.13939979559166,3.3271744948168,3.19837740829146,4
2536010,"female",26,"CurrentInUniv",5,3,4,3,4,4,6,3,3.0277948324461,4,2.28311181993823,4,6,4.02940950700479,5,4,6,1,1,1
2554753,"male",39,"CollegeDegree",5,2,3.36551621671769,1.86205275944398,1,2.34739377598549,2.84485137432715,2,5,6,1.74531362710218,2,1,6,-0.570211515074812,5,6,1,1,-0.0619536417768765
2558179,"female",24,"GradOrProDegree",5,2,3.08326575437323,3.28143543945045,3,4.21456367245168,3.85620842659497,4,3.16873358482676,3,4.21157538216051,3,3,5.9146411114441,1.38115757083373,5,3,2,2,3.62110971399807
2578925,"male",32,"GradOrProDegree",5.13772714270371,4.35908349892734,5,4,4.44143752822048,2,4,2.18562262537432,2,3.69610251794468,2.76172290450935,1.11706901147197,3.06528314611581,5,4,5.02550983279418,2.97757805793458,3.07607598461692,1.60399766900882,4
2605321,"female",37,"SomeCollege",6,2,5.59153070721415,0.253065630122498,5,4.15049109368494,1.8717935954741,3,3.64614148080224,4,5.33960823653594,4,6,0.596178731091261,8.37415580446701,2,5,3,2,2.20246002044368
2608910,"male",28,"GradOrProDegree",4,2,4,2,4,2,4,6,4.41922517413426,4,2.58967784749093,5,3,-1.16544941539126,4,2,6,4,4,2
2629526,"male",18,"CurrentInUniv",4.49083592094663,3.70414705186682,6,1,3.41936073552335,4,4,1.39551964633677,3.29554877154062,6.31981789264566,2.73241038504812,3.74990542507687,6.77515016923329,0.774212532874944,6,2.4891607669047,6.12443751729626,2.27234534174131,2.35422932120191,1
2642349,"male",17,"less12yrs",3.79548816171236,2.40947902756969,3.90693304069096,2.7694657697223,3.33030041906254,2.1464276138852,4.9135594717199,-0.281376142594583,4,5.37084160907775,0.395997088488708,6.44322029808596,3.96957340960341,4,3.98297035270904,3.63563176313043,4.76709969824454,0.706026403604106,1.22920902858943,1.11408947702128
2691997,"male",19,"CurrentInUniv",5.93298489393412,2.38523729110399,5,1,3.48693251260868,4,1,1.03299739316515,4.9391908995931,3.30045704543795,5.84618292166763,4.14762729659539,5.47317129140098,4.6076250235636,3,2.65744641129574,5.14006100989629,2.03376982211739,2.15374982746137,2
2695546,"female",23,"CollegeDegree",5,2,5,3,4,1,6,4,2.4693450811869,5,1.39208724122602,3,4,4.25632446215386,1,5,5,2,2,2
2699111,"female",25,"CollegeDegree",5,2,5.01956230870673,0.377564012608788,2,4.86013081715545,3.83387124262769,3,1.83805753689393,5,2.64043783401382,5,1,3.78212175337016,4.02786643955948,5,4,1,3,1.14797333181455
2723554,"female",19,"CurrentInUniv",3.19649473519519,2.55385454441566,1,2,-0.367022772707231,6,2,2.4966101171683,4.10664193575684,4.05285501127453,3.81941952891594,4.00543256849178,5.00984172048302,3.75357940962559,4,1.64068106430438,4.45892682302318,3.78501078616978,2.94926896305533,2
2752493,"female",20,"CurrentInUniv",6,1,5,1,4,6,5,4,4.91889661707217,6,3.10757147753997,3,4,0.35453297969753,6,4,6,1,5,1
2760997,"female",35,"CollegeDegree",6,1,6,1,4,1,5,3,4.63124761834485,4,2.95485926157425,4,4,2.13389646945798,6,5,5,2,3,2
2784826,"female",32,"GradOrProDegree",4.81178804044312,3.16659603465352,6.8998122918282,2.37220891584825,5.01996792861288,0.423240215125946,5.65375228047512,1.90800874594572,5,3.20604009372203,3.6391325992819,-0.754836413552874,3.21829136154131,2.42370638258434,5.12865128149586,4.20633635862848,4.63871592254663,1.78194617091632,0.786729873772998,3.30296024545553
2815901,"female",32,"CurrentInUniv",4,4,4.10393323231293,3.69017916779942,5,1.82050153560079,6.87161002728123,1,1.31028184080279,4,-0.31349043338784,4,2,4.26958109025001,0.228295862962309,4,4,3,5,2.10406780730042
2828964,"female",17,"less12yrs",3.76347206931026,3.70121455285178,4,2,3.15240553132585,6,1,3.05342461980245,6,4.54291540452638,4.70211879222599,4.09601876443561,4.23921446295671,1,6,2.86711271233315,6.53146468339652,1.77795225159508,0.953693627931864,1
2859081,"male",23,"CurrentInUniv",2.88758667782257,4.77087966322209,2,5,0.996677723926124,5,4,4.99927432164783,5.56239049144236,1.81491889794612,4.00815043981286,2.15132388011142,2.91669154789208,2.07136652446353,4,4.51354492068526,5.76214376410031,3.39180725997799,4.03174570969315,3
2860547,"male",14,"less12yrs",4.44477099403059,2.20359077470324,3,1,0.780939872023661,5,6,4.17810707852781,1,4.36866458103045,1.44580049290157,4.56998938490184,4.05771083654989,1,6,2.57826096644428,4.63942564006982,3.84642849897951,2.19192638046991,2
2900527,"male",30,"CollegeDegree",4.82381298018323,2.8028705267575,6,2,5.18772323905325,2,6,1.91404079333505,3.42692990556111,4.03639191837132,3.09525512806263,3.13525927565912,5.24892019765004,2.90569922855173,5,2.86463029998055,4.03101949045337,1.21692212184074,2.0099761035612,3
2907654,"female",25,"GradOrProDegree",4.34354826089539,2.19671039990175,6,1,8.53452332865781,2,6,1.02476384118711,3,5.90237759870979,0.719530836857813,4.72022550025917,2.89291892947013,1,6,4.6880647782306,4.67967738822177,4.28109816836323,1.42369688549402,3
2920361,"female",16,"less12yrs",3.78484099204077,2.19130723943229,3.40570558002238,1.87195784325239,3.58912570919825,4.78136655552377,2.86377189787771,4.29550336998565,5,3.99496471428898,5.09288840497898,3.36113606295322,6.30204440899261,1,7.81418775774235,1.65057071730194,3.56776768208966,4.27828197119594,2.60077308730259,4.84768848500802
2937169,"female",19,"CurrentInUniv",6,1,3.76778425793994,3.13790044173303,2,2.94350285360532,5.67461472276554,3,3.77090708887018,2,3.05582192207741,2,4,4.67870337663631,3.23074799117361,4,5,4,4,3.23845225838412
2985545,"female",21,"CurrentInUniv",6.08718014337125,0.45509289317514,5.32498716656132,1.42431013501554,1.78705839957544,5.21306727202494,5.86508088818666,4.64440333427589,2,3.08056118528492,3.04219774901206,3.22893384626004,4.2876835049598,2,6.40705385555627,2.04479759414147,4.79275652883286,3.13644434973618,4.11538197861104,1.2697018338799
3004142,"female",19,"CurrentInUniv",5,1,5.26967914346603,1.79061913981858,3,5.90271809018082,5.01542806273293,3,4,3,4.9828536813687,2,6,2,3.47443442599911,1,6,1,1,0.930231574580221
3011884,"female",51,"CollegeDegree",5,5,5,1,6,1,6,1,0.657244620151958,2,1.58313400731883,6,4,-0.239407246178818,6,2,5,3,2,2
3020735,"male",18,"CurrentInUniv",4.20640410213306,2.00712727827172,3,1,-0.618737670059719,6,5,6.87599289133421,0.290728647785605,4.6490039732335,3.45036512686701,4.22238482305312,2.06421488324856,3.64682899343812,5,4.67713079233302,1.79444337230942,2.97514504029719,2.12482025685657,5
3032273,"female",19,"CurrentInUniv",5.40215251336001,0.748408391139164,5.28411539441611,2,2.40341499484464,4,3,4.51237923233945,4.46520620113977,3.29222022074216,5.66471031596754,0.192734124415798,0.759391479984781,5.15548061104478,2,6.16121708302166,3.57666938016126,3.05638219759285,1.85740302402555,4
3036861,"male",20,"CurrentInUniv",3,4,3.35553785670398,2.7587447288707,2,3.3272024300574,4.84551931717198,4,6,3,3.99279366020908,1,1,2,3.37395721983834,5,5,1,2,2.8961177881246
3075444,"female",31,"GradOrProDegree",5,2,6,1,5,1,6,1,4.12409339440625,3,2.19774057813492,3,3,1.91647739380475,4,3,6,2,2,1
3117288,"female",45,"GradOrProDegree",3,4,2.76457353318184,3.19654280120715,1,2.56273286743148,2.99352000920987,2,5.5300882463844,2,3.93992592765745,4,5,4.19750945401978,2.04675845612641,2,6,2,4,0.357364076653937
3149144,"female",14,"less12yrs",3,3,4,3,4,2,5,4,5.43457119573832,3,3.17394578150767,2,4,1.36197565025043,3,3,6,4,4,1
3155392,"female",18,"less12yrs",6,1,6,1,5,5,5,3,6.03443857330099,2,5.01951658692192,3,2,3.36589565202518,2,5,5,4,5,4
3206771,"male",47,"GradOrProDegree",4.2448538993304,4.74470813457801,2,5,1.49748967232328,2,5,2.2237713370851,2,2.77631451685902,0.900160032592452,1.35642734712574,1.4264704580031,5,2,3.74412733917527,5.40790875427301,0.641741682916401,1.69235408131457,1
3217167,"female",34,"GradOrProDegree",6,1,5.13709893681557,0.197765136670858,5,2.1918439971743,5.49425225505802,2,0.381135352189428,4,2.51361495301022,3,2,3.31673503465469,4.34209359876939,3,4,1,1,1.35127710070733
3250746,"female",19,"CurrentInUniv",5,4,4.51466116135286,1.14086909787508,2,0.084818185653913,5.12714907577732,2,0.502790851606319,5,0.672779318375298,4,3,4.26470753060601,3.29234353395827,4,5,1,2,0.347067365948305
3259362,"female",66,"HSgrad",6,5,6.79611562202843,3.82231881044371,5,1.6960039266971,3.10489493228818,1,3.37155305250748,5,2.26705939805763,1,5,6.63562328721715,0.745900024680479,4,6,4,5,0.627034614462328
3264147,"female",18,"HSgrad",6.33933470963856,-0.203131332312589,4.85464928429921,0.728371827749315,3.35017562754344,3.01553626077616,4.22754172814992,3.32679422668795,4,4.66128535454567,3.37005054890819,0.781075841141196,3.52827358365322,2,5.62461225637884,2.89983147511084,4.54634021048949,4.00439182877308,2.49770216740437,3.64412225602031
3266421,"female",31,"GradOrProDegree",6.12826131557596,3.53742998106324,6,1,4.10918066449337,2,1,2.41024534668338,1,5.15408567220899,3,4.92650103978567,5.86737937327541,1,6,0.35102084264137,5.41919496301669,2.00108046163225,0.248177327608746,1
3273934,"female",29,"GradOrProDegree",5.06486118270952,3.93666199773261,5,3,2.67182065541112,5,3,3.65743059131465,5,4.27241487477593,3.50979398784841,3.9705327887318,1.16721720954198,3,3,4.25020820414756,5.45698352410836,1.42390329932787,4.04725349930668,3
3328292,"female",22,"CurrentInUniv",5,3,4.36262900602194,2.65334098685973,3,2.85336668908257,4.80433599089654,2,4,4,2.76941000755792,3,6,1,6.97798392343946,2,5,2,4,3.03334898967001
3345849,"male",21,"CurrentInUniv",5.04745506480214,1.45376213773103,4.31805641408754,1.02908203719327,5.03648605394173,1.59674181212142,3.69845401173484,0.38481090245172,3,3.62467508950639,3.23913359666301,4.40479956085283,4.4744403557842,5,3.13478504992702,3.5767037949359,3.59230282912651,1.86990740590516,2.17239255797231,1.24455004574942
3354680,"female",35,"CurrentInUniv",3.15842886861229,2.51609334646317,2,2,2.22803924286032,3,6,2.77530788276275,4,3.81945035452155,1.46892192721902,5.7840679049681,3.66635250778227,1,5,2.8521011001655,5.36921313472788,3.13336862845223,3.14172813177667,3
3361409,"female",23,"CollegeDegree",6,1,5.36305846839835,1.45149523189269,3,3.52774040066318,1.62691055621978,1,6.44384872270007,4,4.92464202779272,2,4,3.80185589858706,4.79493564522433,5,6,1,1,0.955399794843116
3377633,"female",21,"CurrentInUniv",4.07072602630459,2.23113777371812,5,1,5.18903728909589,5,5,3.12573038250126,2,5.25939231330423,2.17590410230767,4.42458542743239,2.03587414904693,3,2,2.72151372663544,4.54626362849839,2.6438116199089,1.32241158205139,2
3378112,"female",19,"CurrentInUniv",2,5,1.51785171255521,3.66804476578075,2,1.50270318441779,5.49434032805443,1,2.11907792610716,3,0.827110381750046,5,4,4.16140293109267,3.44093106731101,3,2,6,5,4.4386951513168
3388024,"female",30,"GradOrProDegree",4.70398822602262,2.83553386956965,5.61419872158338,2.35376758294503,3.34066764511328,0.0901000434362631,4.53965809999975,1.39388905654543,4,2.58610514275165,3,1.486158147993,3.49655270542508,5,1.7946864860393,2.83540135602831,4.99562843915039,3.64608975592688,3.17158570426969,1.50726501083971
3395806,"male",29,"CollegeDegree",6,1,3.4962725249318,1.36437386304881,1,4.73352278121569,1.88068476742108,1,2.94038610810065,6,1.24827969827668,6,4,3.13834443826086,6.59453230489561,1,6,3,1,1.29792657853557
3399996,"female",17,"less12yrs",5.28518935274899,1.7734541952271,5,1,1.53589583278114,5,5,3.67165857331859,-0.330554886292074,4.46731249715838,1.71490646575403,5.81483816843289,4.56985017548574,2.40132214125679,4,1.00943815702671,4.267143609117,4.10844119775219,3.10946315034121,2
3417887,"male",27,"CurrentInUniv",7.02571569061759,1.35410495586402,5,1,3.40136669842105,5,4,3.1754516043635,2,3.19137002644874,2.87725984955095,3.20026750603298,4.26765542194455,1,6,1.98907839076393,6.2704067104674,3.02637313095505,1.04693136134956,1
3418908,"male",21,"CurrentInUniv",2.82405332283383,6.01347934505519,4.21169437444886,2.79978264864696,3.39590418454132,5.68680533749821,3.77939582999168,4.79413427751124,3,4.90664351332235,3.8235922692131,1.44338743384629,4.48160599821936,1,3.61322081981923,3.86921107314235,5.41314774080274,3.01369542530711,1.60166388828434,2.07612970104497
3450801,"male",48,"CurrentInUniv",7.02064472017806,0.299840670732615,4.45622776728192,0.596433570868248,2.81058985738519,3.18346484436387,4.74156960463045,2.7394834316285,3,3.65278734565721,2.93143245580218,2.26898279833984,2.38442699369277,5,3.79731537392751,4.64374294715758,4.67001119875085,2.76167250717407,3.42238430479836,1.870787836153
3484993,"male",32,"CollegeDegree",3,1,2,6,1,4,4,5,6.24758475202014,3,3.20628967763556,2,1,7.16858095007526,1,6,5,2,2,2
3530718,"female",25,"GradOrProDegree",5,2,4.63443440268721,3.52527649272251,2,5.50907793359488,4.79548094498863,3,4,4,2.74875336549876,4,5,2,6.75349374087767,4,5,3,3,2.81846820423617
3622841,"male",33,"GradOrProDegree",2.37349959120675,4.93365666997588,3,3,2.0935652835992,3,4,3.27172726015537,3,3.06773631251976,3.33179077422819,3.3298199150455,3.23955340210994,3,3,3.61273741288929,4.31606320765417,2.38152815983224,2.20113596485474,2
3642304,"female",17,"less12yrs",3.80897825546953,2.10292944439043,4.53404999728894,4.77653666008449,5.24838098788605,0.999419344713099,6.89427540401796,1.45240859856584,3,5.25598101444789,-0.162453248789836,4.70045965676161,3.34322251437377,5,4.72275278570962,6.51935642891533,3.91498521810712,0.729758362317328,1.10361910862298,2.89419157316295
3695813,"female",19,"CurrentInUniv",6,1,4.85160956795962,2.07902034723573,1,4.95665758859722,3.3576600155291,6,6.17586364978895,1,6.70316863543282,1,3,4.40427589391926,3.6191922195408,4,6,2,2,2.29521800931327
3716959,"male",17,"less12yrs",2,4,3.91838065248338,3.82824370638094,4,3.04334423056462,6.30754077320021,4,1.15069609156242,5,0.799076082450813,4,2,0.612766857279405,3.24772499506467,2,1,5,6,5.23103276776337
3722783,"male",21,"CollegeDegree",5,2,2.88110995316445,3.25994578087628,3,2.48217115340039,4.83180166717752,1,3,3,3.33043733107112,3,5,6,3.21671657847134,4,4,1,1,2.90882105046626
3739006,"female",24,"CollegeDegree",4,2,6.47043565207727,2.12698909500065,6,1.62754440856739,6.11397422531029,1,4.14533201428565,3,3.2049394109205,2,1,4.03464538725679,3.63905517234061,5,4,2,2,2.60974636233434
3751087,"female",19,"HSgrad",5.62054772111406,2.29419710919007,4,3,0.130171432086235,5,4,7.50284626335018,4,4.52955728159761,3.9028612268128,0.903824704763767,-0.640140461198826,6,1,7.91848109434607,3.43753255031635,4.2280299129902,4.74447951618424,5
3759817,"male",21,"CurrentInUniv",5,1,5.72786032041288,1.90204163441232,2,5.67686442473814,3.16674502517665,2,5.20831537262332,6,2.15140024083657,2,1,3.6511391144558,2.64725950282832,4,6,4,4,0.765735490104213
3779221,"female",47,"GradOrProDegree",6,1,5.53844346938796,1.5990731167134,4,2.17638220731661,6.0393751358847,2,1,5,-0.345536625658732,6,4,1,5.10364147403631,4,6,2,2,0.0917757044424974
3838987,"female",20,"CurrentInUniv",6,2,7.99049064741072,0.475859466334108,6,1.87832008944673,3.95522319088062,2,5,4,4.3501259677628,1,3,2,3.95435161796145,4,6,1,2,0.646945548979782
3860267,"female",33,"CurrentInUniv",5,2,3.49666605182311,1.25082112081119,4,3.90869779516586,4.50969624607809,4,4,3,3.960129543949,4,2,5,2.89873156167368,5,5,2,2,2.53697761088705
3863268,"female",50,"CollegeDegree",4.33060029348001,1.88276532008789,6.7287474816063,2.16598046331033,7.17030863726866,2.40297943081335,5.81971224555476,1.5220407113227,4,5.5343840146606,1.5784645562581,4.64293967758065,3.96487674423184,2,2.69419199389029,2.4798399013635,5.73078990354943,1.64659369970678,3.11751445846928,1.11352168355904
3875321,"female",37,"CurrentInUniv",6,3,5.10943596330648,0.676171939367896,5,2.89138195710048,2.08495633469557,4,2.20018458453729,4,4.01234832761465,3,1,3.83152415765082,2.63663432653777,4,4,3,3,1.82568136477622
3878583,"female",32,"SomeCollege",4.51216465365479,3.71390143854982,4.92713822748051,3.72646777890998,4.8223655042191,5.65165175831131,4.71222566739566,4.74498004246987,5,3.01921293428409,3.34456904081092,2.51292109179577,1.07325030520908,6,-2.02107963352338,5.79447566909855,6.87040176905229,3.0880477922908,4.36607812197317,0.175693268096054
3888152,"female",22,"CollegeDegree",6.09892717704137,2.04055687840043,6,2,4.74040315554617,2,3,1.68871011734858,3.16230798366788,5.86528560225144,2.20650267131423,4.72769008436276,5.60173117525639,1.43777967589535,6,2.75550368255702,4.60437637738722,4.08828694111645,3.17103546973857,3
3920828,"female",18,"CurrentInUniv",4.33268614134789,1.81547849867716,3.96626515410359,2.21990774969129,2.97640134153623,4.76088127484936,4.33726119024893,3.78711755609273,2,4.1907809735543,2.15967220984431,3.87077696054182,2.48419010483023,1,3.12610900322858,1.40384310868203,4.8939709881603,2.32900981897227,1.85280309468403,1.16998104481403
3942756,"female",49,"HSgrad",6.35142451214217,2.39807544870444,5,1,3.92464955334433,4,4,2.99378376270707,1,3.60895765884854,2.3873485333436,4.01923718651256,-0.314780058796808,5,1,4.21519441086732,4.13764704413034,2.35714269701428,1.78457044802507,2
3953097,"female",41,"CollegeDegree",4.66047173864984,3.4480311395059,5.38940291988731,2.00259051986814,3.72704886933498,-0.795624256283291,4.51777131514245,0.186513131298152,6,1.3879164942429,4.11285993694531,2.3387449136703,3.8836182196112,4,5.99347653288302,2.76545926860606,5.20460915329552,0.363112194593763,1.57846021219605,1.89231621997606
3981292,"female",24,"SomeCollege",4.38024626778203,0.91435861183087,4,2,4.3305443635435,5,6,2.39381838348937,5,4.06487242099596,2,3.71925686530988,2.53567487591277,3,5,4.52908199091424,6.2597065372634,2.37093122112031,1.91052657401742,1
3991045,"male",60,"CollegeDegree",5,5,3.84704881868712,0.868952206368451,2,1.73356844358732,3.54649562741475,2,4.84363202118458,3,4.54196385662093,1,4,4.01602766938364,4.57374439249468,3,5,5,3,5.39615500094404
3993016,"female",21,"CurrentInUniv",2,6,2,5,2,2,6,2,4.07266122590811,5,0.19387364485634,2,1,5.27623797746539,1,6,6,2,2,2
4037012,"female",23,"SomeCollege",5.05678631824865,3.56255692700847,5,3,0.723461376616528,4,3,4.49389497340004,5.31108080901359,4.04617553784805,4.51081333981197,0.659111537230904,6.20054010147,0.611268710997873,5,1.66475410716851,6.7313713847688,0.820066928721424,3.52926974231763,1
4042637,"male",60,"CollegeDegree",5.37564584424081,2.60768739942637,4,2,1.10429294893366,4,5,4.5318840603878,4,2.54712265304662,3.26963846613045,3.34558288612499,2.97986044777854,4,3,3.66629826250404,6.23809372276172,2.5456042844913,4.0727835759864,1
4049691,"female",21,"CurrentInUniv",3,5,4.25887411729365,3.64728889608704,4,4.7347276595634,4.45465229921982,4,4,4,2.75832612827308,2,4,2,3.08807775095715,2,6,4,4,0.911473595819743
4061656,"female",19,"CurrentInUniv",6,1,5.24272449773868,0.726865278965489,4,3.51947145002871,4.81869859267656,3,3.95839696136337,4,2.3671785955392,5,2,2.65243398368551,2.72286724983768,4,6,3,3,1.90612311195761
4081671,"female",16,"less12yrs",6,2,4.38237009055932,2.52329594170677,2,3.69890541017464,4.07008088550199,3,1.68798892529793,3,3.42273552987791,1,1,6.39066062676079,2.0224377261244,6,3,1,1,2.1498682779559
4085574,"female",19,"CurrentInUniv",4.17185076967798,2.14440608679157,7.00263762025583,2.50370236572646,5.2104215151205,4.21623792112145,5.40520577105467,2.79305949378192,4,3.51636197588033,3.46068647759473,3.86228541943555,5.18367067954508,1,3.84833077216185,1.78613903664861,5.29404528968595,2.6341776433663,2.79765029793728,1.60979564396962
4131471,"female",18,"CurrentInUniv",6.17773899541941,0.718401062907787,5.03869294050012,1.92961558137438,4.72260999261099,1.77861550604308,3.87981980884537,0.799280951721528,4,4.93070811072551,1.45793811159037,4.36960363492189,1.46546854317022,4,2.8355891416196,3.54987551139199,3.9872965958307,3.15054047971111,3.85935303804738,2.8855135698986
4171193,"male",19,"CurrentInUniv",6.20813991042001,2.44564411097902,7.18831799728725,3.60734012138382,4.37019868941524,4.99378595315879,3.6856581830284,3.35998769509792,2,7.76426949710341,1.73825853241119,3.47005740026223,6.92936284999057,3,5.13540493320103,2.07128633106118,5.94310132741587,1.2851699219434,1.69300028631346,1.61120875369152
4184534,"female",39,"CurrentInUniv",5,3,3,4,5,2,6,1,1.20348958642469,5,-0.858576827530585,4,5,1.45885381149505,5,2,5,3,2,2
4260760,"female",16,"less12yrs",6,1,5,1,4,4,4,4,2.7826770548235,5,2.6497504393977,1,5,0.900907127583832,4,1,6,5,2,1
4261704,"female",16,"less12yrs",4,2,4.4857996683964,1.18194320692574,2,1.63327012615966,4.70426577756092,3,4.36916700240271,4,3.89817765585461,2,4,2.50211942016477,3.56296585932343,3,4,2,3,2.04479868735969
4339351,"female",27,"GradOrProDegree",6,1,4.22485209047317,1.80207426961587,6,-0.070268151516224,5.30424153255684,1,2.4655631978837,3,0.83396029823659,4,3,3.75649155491915,2.83844565113147,5,5,5,1,1.54067142364507
4385596,"female",18,"CurrentInUniv",3.95230282193073,3.71319633732287,5,3,3.59095038499167,2,4,2.16505315555895,4.7082942661219,4.59379271815439,3.0161290689895,2.1478665553667,4.05168141515521,4.27581975675804,4,3.44941917953126,4.42084638209236,1.42900825379509,3.11935425588782,2
4478094,"female",48,"GradOrProDegree",4.95566549550095,3.18548583616017,6,1,4.58077919782912,6,6,3.75135379410909,1.14058389390756,5.67534538223928,2.41369250774587,1.87194102172288,2.038048621573,2.11504582595927,1,3.63682684328084,4.45571830288859,3.32695346683193,4.72275362384957,2
4496982,"male",16,"less12yrs",4.36024273223142,1.76319885256933,5,3,3.12364840801249,2,4,1.57013305786116,4.50796129195468,2.89035455204245,3.19843799926763,2.74700254910165,5.24704348132774,3.44191136614198,4,2.68235892282236,5.28108824580736,2.30632888889965,0.966900095525862,1
4534526,"female",37,"GradOrProDegree",5.49361075422702,1.74805495377933,5,2,3.59450250798606,5,5,4.54314745729953,5,4.06054484108934,3.6348444319262,3.79768673896038,4.59863777102925,2,5,3.96232404151382,6.44196536121591,0.34632966520453,2.42453386543952,1
4546206,"female",19,"CurrentInUniv",5.47516373646661,2.70431819049822,6.12940051898217,1.78237260884629,5.32870724057485,2.11875274204408,5.94156397393087,0.69563970510803,3,3.98375307383898,2.08357422425494,3.42408670210576,3.13481299160294,5,2.47799488500495,4.89577048772581,6.00222231522952,0.372616947641765,1.11898072020989,0.953486311709164
4569698,"male",18,"SomeCollege",4,5,2.85630362055925,2.1269905935844,2,3.52991217588302,4.04225358446325,2,2.04947002948913,3,2.38348255178135,5,2,5.12627884161561,2.84509471313877,4,5,3,2,2.47638641340479
4585826,"male",18,"HSgrad",4.04102169904542,5.30046489397035,2,1,-0.226116093942759,3,4,4.05652342146355,1,2.80017324999575,2.84670885144432,1.27737196120507,1.17209761233957,3,4,4.27412776569739,4.84751146988831,2.14344163371816,0.679339808084601,1
4594366,"female",47,"GradOrProDegree",6.09000731768161,2.34098114716525,5.71557064228982,1.69214409253019,2.97227094244312,4.21647291736881,4.10453944529287,3.81011258430696,4,2.44323263676593,4.85314304855289,0.345969488015238,3.94385774289669,1,4.33607799035394,2.68253373553985,6.98498587450927,-0.133012511874844,1.95149235757796,-0.939032013944247
4604104,"female",19,"CurrentInUniv",6.89277791353593,1.96631009835895,6,1,4.59170442442428,2,2,3.77293361697092,1,3.95189214060565,3.94668383592935,2.48030766244211,4.98644437907797,1,6,2.87050575301536,4.91965987007641,3.69086732164318,1.66513280536844,1
4646815,"male",59,"CollegeDegree",4.435913704539,2.45393818161308,4,2,2.54609032634243,3,4,2.91395669083101,4.46981955530365,4.13628764691486,3.20822239288945,1.44331484524247,3.87083730695374,4.35631484721284,3,4.43266901672305,5.41996476934904,3.18006163154447,3.10322517872613,1
4689631,"female",20,"CurrentInUniv",4.06070569104938,3.0130077905506,4,4,2.90372239708639,3,3,2.26883029975451,4.97392985528127,4.00496574285681,2.93152008502592,3.83869070977984,4.46655870366169,4.51114156371081,2,4.47730191621352,6.02269051045058,2.41985216118378,3.34551958715677,1
4710047,"male",33,"GradOrProDegree",2,2,5,2,2,3,5,2,5.08469629051982,5,4.60904591999159,2,5,4.99081796081013,5,5,2,2,1,5
4782880,"female",50,"GradOrProDegree",6,1,6.17562046814808,0.66647370316099,4,6.66054760865057,1.44784538141059,4,5.15218592138631,5,5.16495592310538,4,2,2.84346419985236,4.19528541147821,3,5,4,4,2.80762268637705
4793908,"male",16,"less12yrs",3.3341270373552,3.44738403986454,4.51598864633988,4.03955603189416,4.52361560769269,3.72534855115887,5.44618177595239,2.63022716911128,4,3.41446170224089,2.73183164710316,3.79667466479244,4.94642034004117,3,4.60397354825597,3.00825941898073,5.72978378027825,1.80159679673629,1.91500187473859,1.55898199787339
4800712,"male",21,"CurrentInUniv",4.11808728155593,2.8266627519498,4,4,2.85247987572024,5,2,4.27012466203209,7.25790232428992,5.04216758162084,3.40655643635539,3.01150743557866,0.367763015682882,3.61228695098717,3,5.59228051216907,5.08210162761469,2.04891229690298,4.00340195365425,2
4817425,"male",20,"SomeCollege",6,2,6,2,5,1,4,2,1.61520502944683,6,-0.0431721294647116,3,6,-0.324939332760236,6,1,6,6,2,1
4828418,"female",17,"less12yrs",6,1,4.53873517055521,1.00099094367591,1,5.02813109901543,4.62707321899265,5,2,4,3.46871338517057,6,5,1,6.16575577991687,2,4,3,3,4.02639382399033
4873758,"female",36,"SomeCollege",5.44625921240227,1.67348641606826,5,2,3.729465499937,5,4,3.86073176448244,4,3.55883865302509,3.18537374642286,4.18656284937452,5.48500451233498,2,5,1.75541421627825,6.13890821762783,4.08331814036281,4.07029333889125,1
